key,jp,en,ru
phrase324,なろうとするのにね？　ふふ。,,
phrase325,……だから今日こそ,,
phrase326,君にこう言いたいんです。,,
phrase327,ジオルドはマリアの手を取ると,,
phrase328,王子らしく、片膝をついてみせた。,,
phrase329,マリア。,,
phrase330,僕だけのお姫様になってください。,,
phrase331,ジオルド、様……。,,
phrase332,マリアは呆然と,,
phrase333,ジオルドの目を見つめる。,,
phrase334,それがプロポーズと理解できないほど,,
phrase335,マリアも鈍くはない。,,
phrase336,嬉しい。,,
phrase337,……だけど。,,
phrase338,マリアが思い出すのは,,
phrase339,先程の黒い噂だ。,,
phrase340,……私では、ジオルド様に,,
phrase341,ご迷惑をかけてしまいます。,,
phrase342,ジオルド様は,,
phrase343,次期国王候補なのですよね。,,
phrase344,その立場に泥を塗るような女なんて。,,
phrase345,……みんなが言っています。,,
phrase346,私がジオルド様を,,
phrase347,破滅させてしまう、と。,,
phrase348,――ああ、やれやれ。,,
phrase349,うつむくマリアの言葉をさえぎるように,,
phrase350,ジオルドは困った笑みを浮かべた。,,
phrase351,また僕が,,
phrase352,つかまえに行かなきゃダメなのかな？,,
phrase353,微笑む薔薇色の唇が、マリアの手の甲に,,
phrase354,柔らかくキスを落とす。,,
phrase355,ビクリと、とマリアは肩をすくませた。,,
phrase356,立ち上がったジオルドが,,
phrase357,そんなマリアの瞳をのぞきこむ。,,
phrase358,僕はいずれ、この国の王になります。,,
phrase359,下々のくだらない噂に振り回されて、,,
phrase360,一国の主が務まるものですか。,,
phrase361,ただ凛とあればよいのです。,,
phrase362,あなたも、僕も。,,
phrase363,それが真実なのですから,,
phrase364,恥じるところなど一つもないでしょう？,,
phrase365,……だからあなたも、諦めて？,,
phrase366,どんなあなたでも受け止める――,,
phrase367,そんな意志が宿った,,
phrase368,灯火のように優しい眼差しだった。,,
phrase369,なんて答えよう？,,
text370,本当に私でいいんですか？,,
text371,喜んでお受けします,,
text372,本当に私でいいんですか,,
text373,喜んでお受けします,,
phrase374,ジオルド様……。,,
phrase375,本当に、いいんですか？,,
phrase376,マリアは声を震わせた。,,
phrase377,なんて優しい人なんだろう。,,
phrase378,その喜びに涙が滲みそうになるのだ。,,
phrase379,あなたに、私の全てを委ねても……,,
phrase380,いいんですか？,,
phrase381,もちろんです、マリア。,,
phrase382,ジオルドが笑顔で両腕を広げる。,,
phrase383,マリアは自らの意志で,,
phrase384,彼の腕の中に身を預けた。,,
phrase385,これまでの中で、一番優しい抱擁。,,
phrase386,二人はステンドグラスの煌きの中,,
phrase387,互いの目を見つめ合った。,,
phrase388,ジオルドがゆっくりと顔を寄せる。,,
phrase389,マリアは受け入れるように目を閉じた。,,
phrase390,――温かな口付け。,,
phrase391,ジオルド様――,,
phrase392,喜んで、お受けいたします。,,
phrase393,マリアは声を震わせた。,,
phrase394,彼の隣を歩むことを許されている。,,
phrase395,その喜びが、マリアの心をとろかせる。,,
phrase396,ジオルドは幸福そうに,,
phrase397,そして満足気に、瞳を細めた。,,
phrase398,……いい子ですね。,,
phrase399,それはマリアにだけ聞こえるような,,
phrase400,小さな、そしてとびきり甘い囁き。,,
phrase401,次の瞬間には、ジオルドは,,
phrase402,力強くマリアの体を抱き寄せた。,,
phrase403,ジオルド様……！,,
phrase404,マリアは自らの意志で,,
phrase405,彼を精一杯、抱きしめ返す。,,
phrase406,これまでの中で、一番情熱的な抱擁。,,
phrase407,二人はステンドグラスの煌きの中,,
phrase408,互いの目を見つめ合った。,,
phrase409,ジオルドがゆっくりと顔を寄せる。,,
phrase410,マリアは受け入れるように目を閉じた。,,
phrase411,――溶けそうなほどの、熱い口付け。,,
phrase412,顔を離せば,,
phrase413,ジオルドの笑みがそこにあった。,,
phrase414,……とりあえず、妙な噂を,,
phrase415,面白おかしく吹聴している輩が誰か,,
phrase416,教えてくれるかな？,,
phrase417,優しい笑みのまま、ジオルドは,,
phrase418,腹黒王子の一面をのぞかせる。,,
phrase419,――ああ、いつもどおりのジオルド様。,,
phrase420,マリアはつい,,
phrase421,くすりと笑んでしまうのであった。,,
